dataset,reviewer,prompt_id,model,n_SEN,tok_SEN,word_SEN,n_AUR,tok_AUR,word_AUR,n_TEN,tok_TEN,word_TEN,n_DIR,tok_DIR,word_DIR,n_FIX,tok_FIX,word_FIX,n_RECT,tok_RECT,word_RECT,n_TSH,tok_TSH,word_TSH,n_QOP,tok_QOP,word_QOP,n_QCL,tok_QCL,word_QCL,n_LMT,tok_LMT,word_LMT,n_MEN,tok_MEN,word_MEN,n_VIN,tok_VIN,word_VIN,n_NIN,tok_NIN,word_NIN,n_ASIN,tok_ASIN,word_ASIN,n_SIN,tok_SIN,word_SIN,n_VAC,tok_VAC,word_VAC,n_NAC,tok_NAC,word_NAC,n_ASAC,tok_ASAC,word_ASAC,n_SAC,tok_SAC,word_SAC,n_INC,tok_INC,word_INC
PAIR,R3,42,GPT,0,0,0,0,0,0,0,0,0,3,56,45,6,130,109,0,0,0,1,18,15,0,0,0,1,25,20,0,0,0,0,0,0,9,185,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,gold_standard,1,Claude,0,0,0,1,10,10,0,0,0,6,75,64,3,41,33,4,35,28,2,22,18,1,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,0,0,0,0,0,0,0,0,0,1,27,20,0,0,0
CounselChat,gold_standard,2,Claude,0,0,0,0,0,0,0,0,0,7,69,57,1,8,7,8,91,73,0,0,0,1,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,12,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R4,3,Claude,0,0,0,1,33,28,5,81,72,0,0,0,1,8,7,9,137,107,5,89,69,0,0,0,1,16,14,0,0,0,0,0,0,1,33,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R4,4,Claude,0,0,0,1,46,39,6,94,74,3,38,31,1,21,18,1,21,18,3,53,44,1,22,19,0,0,0,0,0,0,0,0,0,1,46,39,0,0,0,1,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R4,5,Claude,0,0,0,1,10,7,2,20,18,3,27,22,2,25,21,9,160,130,6,110,91,1,11,10,0,0,0,0,0,0,0,0,0,2,44,37,1,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R4,6,Claude,0,0,0,1,23,20,4,46,39,3,32,30,1,5,5,8,65,60,11,74,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,29,0,0,0,1,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R4,7,Claude,1,33,25,1,22,18,4,78,66,0,0,0,1,19,17,4,62,56,4,58,49,0,0,0,1,12,11,0,0,0,0,0,0,1,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R4,8,Claude,0,0,0,2,39,35,0,0,0,9,137,121,2,34,28,1,12,11,5,78,64,2,27,21,0,0,0,0,0,0,0,0,0,2,32,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,9,1,9,7
CounselChat,R4,9,Claude,0,0,0,1,10,7,0,0,0,8,95,77,1,5,5,5,69,51,5,100,75,1,23,17,0,0,0,0,0,0,0,0,0,3,42,31,1,30,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R4,10,Claude,0,0,0,3,63,49,2,24,19,1,23,20,0,0,0,0,0,0,3,40,33,3,41,29,2,21,16,0,0,0,0,0,0,3,60,48,2,42,34,0,0,0,1,10,8,0,0,0,0,0,0,0,0,0,1,27,23,0,0,0
CounselChat,R2,19,Claude,0,0,0,2,30,24,0,0,0,0,0,0,0,0,0,0,0,0,1,28,24,2,28,23,2,22,19,2,37,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,21,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R2,20,Claude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,13,0,0,0,3,61,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,21,0,0,0,0,0,0,3,51,42,0,0,0
CounselChat,R2,21,Claude,0,0,0,1,28,23,0,0,0,0,0,0,0,0,0,1,32,25,0,0,0,2,31,27,1,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,49,42,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R2,22,Claude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,33,0,0,0,0,0,0,2,54,48,1,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,61,56,2,32,25,0,0,0,0,0,0,0,0,0
CounselChat,R2,23,Claude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,38,1,15,14,1,20,17,0,0,0,0,0,0,1,21,18,0,0,0,0,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R2,24,Claude,0,0,0,1,19,16,0,0,0,0,0,0,0,0,0,1,24,20,0,0,0,1,6,5,2,35,31,1,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R2,25,Claude,1,11,9,1,23,20,0,0,0,0,0,0,0,0,0,2,38,26,0,0,0,1,20,19,1,11,9,1,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R2,26,Claude,0,0,0,2,36,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,10,1,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,21,0,0,0,0,0,0,1,24,19,0,0,0
CounselChat,R5,11,Claude,0,0,0,0,0,0,0,0,0,1,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R5,12,Claude,0,0,0,0,0,0,0,0,0,1,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R5,13,Claude,0,0,0,0,0,0,0,0,0,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R5,14,Claude,0,0,0,0,0,0,0,0,0,1,34,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R5,15,Claude,0,0,0,0,0,0,0,0,0,1,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R5,16,Claude,0,0,0,0,0,0,0,0,0,1,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R5,17,Claude,0,0,0,0,0,0,0,0,0,1,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R5,18,Claude,0,0,0,0,0,0,0,0,0,1,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R6,35,Claude,3,50,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R6,36,Claude,1,7,5,1,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,0,0,0,0,0,0,0,0,0
CounselChat,R6,37,Claude,0,0,0,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,34,0,0,0,0,0,0
CounselChat,R6,38,Claude,3,36,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R6,39,Claude,1,26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R6,40,Claude,1,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R6,41,Claude,1,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R6,42,Claude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R1,27,Claude,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,0,0,0,0,0,0,2,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R1,28,Claude,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,0,0,0,0,0,0,1,8,7,2,57,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R1,29,Claude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,10,1,15,14,5,51,46,0,0,0,0,0,0,0,0,0,0,0,0,3,60,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R1,30,Claude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,31,2,36,26,1,10,9,3,44,39,1,52,46,0,0,0,0,0,0,0,0,0,0,0,0,2,29,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R1,31,Claude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,27,1,36,31,0,0,0,0,0,0,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R1,32,Claude,0,0,0,1,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,3,44,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,15,0,0,0,0,0,0,0,0,0,1,21,18,0,0,0
CounselChat,R1,33,Claude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,76,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R1,34,Claude,0,0,0,1,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,19,3,44,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R3,43,Claude,4,45,37,0,0,0,0,0,0,10,101,82,5,53,47,1,10,6,0,0,0,1,17,14,1,15,13,3,30,28,0,0,0,6,107,90,0,0,0,0,0,0,1,8,7,4,54,47,0,0,0,0,0,0,7,93,81,0,0,0
CounselChat,R3,44,Claude,0,0,0,1,17,17,0,0,0,13,171,156,6,63,56,0,0,0,3,29,20,1,13,11,0,0,0,4,24,14,0,0,0,2,39,34,0,0,0,0,0,0,3,47,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R3,45,Claude,4,48,33,0,0,0,0,0,0,7,78,63,2,15,14,5,70,55,1,20,17,1,12,10,0,0,0,3,45,35,0,0,0,3,44,35,1,6,5,0,0,0,1,9,7,2,42,36,0,0,0,0,0,0,7,59,47,0,0,0
CounselChat,R3,46,Claude,0,0,0,1,6,5,1,11,10,10,126,104,5,84,73,3,51,46,1,23,19,1,20,18,0,0,0,5,68,55,0,0,0,9,125,103,1,17,15,0,0,0,1,17,15,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0
CounselChat,R3,47,Claude,1,33,29,0,0,0,3,38,31,11,160,136,5,81,71,0,0,0,0,0,0,1,15,13,0,0,0,5,134,114,0,0,0,5,89,76,0,0,0,0,0,0,0,0,0,4,88,72,0,0,0,1,15,13,3,53,48,0,0,0
CounselChat,R3,48,Claude,0,0,0,0,0,0,1,13,12,8,114,92,8,103,89,5,61,57,1,14,14,1,13,12,0,0,0,0,0,0,0,0,0,1,6,5,1,14,13,0,0,0,0,0,0,2,41,37,3,46,41,2,36,32,2,26,25,0,0,0
CounselChat,R3,49,Claude,0,0,0,0,0,0,6,75,69,7,99,75,9,86,77,8,115,98,0,0,0,1,15,14,0,0,0,3,46,40,0,0,0,3,50,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,14,0,0,0,0,0,0
CounselChat,R3,50,Claude,0,0,0,0,0,0,0,0,0,8,153,133,6,89,77,2,52,45,2,45,38,1,13,12,1,12,11,1,27,24,0,0,0,3,69,59,0,0,0,0,0,0,5,103,94,1,24,23,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,gold_standard,1,Claude,0,0,0,1,16,12,0,0,0,6,87,77,3,48,39,4,50,45,2,34,30,1,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,13,0,0,0,0,0,0,0,0,0,1,28,24,0,0,0
PAIR,gold_standard,2,Claude,0,0,0,0,0,0,0,0,0,7,117,101,1,14,13,8,84,72,0,0,0,1,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,21,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R4,27,Claude,0,0,0,1,24,21,3,44,36,7,87,75,1,6,4,2,44,28,4,34,25,0,0,0,1,17,15,0,0,0,0,0,0,3,51,43,0,0,0,0,0,0,2,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R4,28,Claude,0,0,0,3,70,47,0,0,0,14,224,175,0,0,0,0,0,0,4,27,22,1,34,24,0,0,0,0,0,0,0,0,0,0,0,0,3,53,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R4,29,Claude,0,0,0,1,28,24,3,64,54,3,42,31,1,7,4,4,50,48,11,130,95,1,12,10,0,0,0,0,0,0,0,0,0,2,40,35,0,0,0,1,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R4,30,Claude,1,37,31,2,52,45,2,44,37,2,80,64,0,0,0,0,0,0,5,98,82,3,36,31,1,11,10,0,0,0,0,0,0,1,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,7,0,0,0
PAIR,R4,31,Claude,0,0,0,2,52,47,8,143,130,1,16,12,1,8,5,3,42,36,5,79,65,4,52,46,0,0,0,0,0,0,0,0,0,2,52,47,2,56,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R4,32,Claude,0,0,0,1,18,15,3,62,47,7,112,81,2,25,23,5,71,53,7,124,93,0,0,0,1,15,13,0,0,0,0,0,0,1,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R4,33,Claude,0,0,0,2,38,34,10,153,121,5,83,72,1,34,22,6,129,90,6,27,24,0,0,0,1,13,12,0,0,0,0,0,0,2,37,33,0,0,0,1,14,14,0,0,0,0,0,0,0,0,0,0,0,0,1,11,9,0,0,0
PAIR,R4,34,Claude,0,0,0,2,42,35,3,60,49,8,120,106,1,11,8,4,52,38,5,75,65,2,28,22,0,0,0,0,0,0,0,0,0,2,18,13,0,0,0,0,0,0,1,8,6,0,0,0,0,0,0,0,0,0,1,12,11,0,0,0
PAIR,R2,19,Claude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,34,0,0,0,0,0,0,2,37,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,6,0,0,0
PAIR,R2,20,Claude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,16,0,0,0,1,12,11,0,0,0,0,0,0,0,0,0,1,35,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R2,21,Claude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,26,0,0,0,1,11,10,1,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R2,22,Claude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,71,63,0,0,0,2,24,21,1,10,9,0,0,0,0,0,0,1,23,18,0,0,0,0,0,0,0,0,0,0,0,0,1,9,7,0,0,0,0,0,0,0,0,0
PAIR,R2,23,Claude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,10,0,0,0,1,10,9,1,16,14,1,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,19,1,18,14,0,0,0,0,0,0,0,0,0
PAIR,R2,24,Claude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,14,2,39,33,0,0,0,1,26,20,0,0,0,0,0,0,1,35,23,0,0,0,0,0,0,0,0,0,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R2,25,Claude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,28,1,36,24,1,10,9,2,48,43,0,0,0,0,0,0,3,40,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R2,26,Claude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,38,0,0,0,0,0,0,2,41,35,1,29,23,0,0,0,3,59,53,0,0,0,0,0,0,0,0,0,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R5,11,Claude,0,0,0,0,0,0,0,0,0,1,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R5,12,Claude,0,0,0,0,0,0,0,0,0,1,35,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R5,13,Claude,0,0,0,0,0,0,0,0,0,1,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R5,14,Claude,0,0,0,0,0,0,0,0,0,1,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R5,15,Claude,0,0,0,0,0,0,0,0,0,1,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R5,16,Claude,0,0,0,0,0,0,0,0,0,1,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R5,17,Claude,0,0,0,0,0,0,0,0,0,1,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R5,18,Claude,0,0,0,0,0,0,1,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R6,3,Claude,2,47,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R6,4,Claude,1,18,13,2,34,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R6,5,Claude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R6,6,Claude,2,28,23,2,22,19,0,0,0,0,0,0,0,0,0,1,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,9,0,0,0,1,19,15,0,0,0,0,0,0
PAIR,R6,7,Claude,0,0,0,1,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,20,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R6,8,Claude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R6,9,Claude,0,0,0,1,16,14,0,0,0,0,0,0,0,0,0,1,17,14,0,0,0,1,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R6,10,Claude,0,0,0,2,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R1,43,Claude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,49,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R1,44,Claude,0,0,0,1,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R1,45,Claude,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,0,0,0,0,0,0,1,13,9,3,25,22,1,20,18,0,0,0,0,0,0,0,0,0,0,0,0,2,36,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R1,46,Claude,1,12,9,0,0,0,0,0,0,0,0,0,0,0,0,1,11,9,0,0,0,0,0,0,1,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R1,47,Claude,0,0,0,1,40,34,0,0,0,0,0,0,0,0,0,0,0,0,1,10,7,1,14,12,1,22,18,1,19,15,0,0,0,0,0,0,0,0,0,0,0,0,2,38,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R1,48,Claude,0,0,0,1,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,19,1,31,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R1,49,Claude,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,22,0,0,0,1,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R1,50,Claude,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,1,15,13,0,0,0,1,26,22,1,8,7,0,0,0,0,0,0,0,0,0,1,24,21,0,0,0,2,40,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R3,35,Claude,1,34,29,1,13,11,2,33,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,39,2,57,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43,36,0,0,0,0,0,0,2,33,28,0,0,0
PAIR,R3,36,Claude,0,0,0,0,0,0,2,29,26,6,71,63,9,126,102,0,0,0,1,11,11,1,14,12,0,0,0,0,0,0,0,0,0,1,23,19,0,0,0,0,0,0,0,0,0,3,53,45,1,16,14,1,14,12,2,29,23,0,0,0
PAIR,R3,37,Claude,0,0,0,0,0,0,0,0,0,10,139,103,7,97,76,0,0,0,4,73,58,0,0,0,2,33,28,5,74,57,0,0,0,4,69,51,0,0,0,0,0,0,0,0,0,3,31,26,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R3,38,Claude,2,45,38,2,15,13,1,9,8,7,143,118,3,68,57,0,0,0,1,39,34,6,60,50,4,24,18,3,101,83,0,0,0,3,79,65,0,0,0,0,0,0,1,13,10,2,25,21,0,0,0,0,0,0,1,16,14,0,0,0
PAIR,R3,39,Claude,0,0,0,0,0,0,1,23,21,9,174,149,4,42,38,0,0,0,4,83,71,1,9,8,0,0,0,2,63,53,0,0,0,8,187,160,0,0,0,0,0,0,0,0,0,1,21,18,0,0,0,0,0,0,1,23,21,0,0,0
PAIR,R3,40,Claude,0,0,0,0,0,0,0,0,0,3,34,28,4,102,81,0,0,0,0,0,0,1,14,12,2,44,39,2,41,28,0,0,0,6,75,58,2,37,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R3,41,Claude,0,0,0,0,0,0,0,0,0,15,222,185,4,45,36,0,0,0,1,17,16,1,14,13,1,17,15,3,52,43,0,0,0,5,87,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAIR,R3,42,Claude,0,0,0,0,0,0,2,21,19,8,117,95,2,36,27,0,0,0,1,25,22,2,20,17,0,0,0,2,47,38,0,0,0,5,103,88,0,0,0,0,0,0,0,0,0,2,35,28,0,0,0,0,0,0,1,9,7,0,0,0
